queue_id,num_people_waiting,queue_length,active_counters,avg_service_time,priority_customers,day_of_week,time_of_day,historical_queue_load,previous_waiting_time,actual_waiting_time
378,7,12,3,2.0,2.0,Friday,05:06,5.0,,7.0
379,4,9,4,4.5,0.0,Thursday,21:42,7.9,0.9,4.9
380,6,11,3,12.4,1.0,Sunday,09:19,10.5,13.7,53.5
381,14,18,4,4.7,2.0,Tuesday,20:42,12.6,5.0,22.9
382,9,13,3,6.2,1.0,Sunday,20:00,4.2,11.8,21.8
383,5,11,4,7.3,0.0,Saturday,05:00,6.0,19.5,9.4
384,7,11,3,4.9,1.0,Sunday,14:15,9.6,17.4,18.9
385,14,18,4,5.2,0.0,Tuesday,17:39,7.8,0.0,22.3
386,10,17,4,4.4,1.0,Wednesday,07:46,10.1,0.0,14.0
387,8,14,4,5.2,0.0,Friday,17:36,7.1,9.8,16.6
388,12,20,5,7.5,0.0,Saturday,14:47,14.2,15.1,32.7
389,10,14,4,6.3,1.0,Friday,21:59,12.4,23.3,24.7
390,11,15,3,4.2,0.0,Sunday,12:37,7.3,8.3,45.1
391,10,15,4,8.7,2.0,Sunday,15:47,10.9,13.7,34.0
392,8,14,4,4.4,1.0,Tuesday,11:58,7.4,2.5,12.8
393,6,13,6,9.7,0.0,Sunday,07:38,8.5,5.4,10.4
394,13,16,3,8.8,0.0,Wednesday,15:38,7.2,27.4,49.4
395,7,14,6,3.9,1.0,Sunday,09:07,7.0,0.0,6.3
396,11,15,3,2.9,0.0,Monday,12:32,7.3,8.0,15.2
397,1,5,3,11.1,0.0,Sunday,07:58,4.1,12.5,4.7
398,4,7,3,8.4,0.0,Tuesday,00:38,10.3,9.3,7.6
399,4,8,4,10.0,0.0,Thursday,22:34,6.3,17.5,9.2
400,1,8,3,10.1,1.0,Tuesday,20:48,7.8,24.7,16.0
401,7,9,1,11.8,0.0,Wednesday,08:35,3.2,66.5,86.4
402,13,20,5,9.5,0.0,Tuesday,08:24,10.3,4.7,25.5
403,6,11,3,10.4,0.0,Sunday,07:31,6.0,20.3,16.5
404,6,10,4,5.5,0.0,Wednesday,15:08,10.5,16.0,13.7
405,4,8,4,10.2,1.0,Monday,20:26,7.1,21.0,20.3
406,8,11,3,7.5,2.0,Monday,08:09,11.5,19.0,62.2
407,9,16,5,8.5,0.0,Thursday,17:09,5.9,22.2,18.4
408,12,19,5,7.1,1.0,Tuesday,10:36,10.2,8.0,24.6
409,5,11,4,13.7,1.0,Saturday,18:41,10.9,31.5,38.2
410,8,12,4,10.1,0.0,Tuesday,16:00,10.5,17.2,26.8
411,4,7,2,8.6,0.0,Friday,00:47,9.3,26.2,19.7
412,5,11,4,11.7,0.0,Monday,14:52,7.2,5.1,19.1
413,7,12,4,11.1,0.0,Thursday,09:34,7.6,13.9,27.2
414,20,26,6,6.8,1.0,Monday,12:41,15.3,14.6,38.6
415,6,11,5,8.9,0.0,Monday,10:41,6.4,,19.1
416,8,16,6,5.8,0.0,Sunday,08:31,9.6,9.8,12.0
417,4,10,5,4.2,0.0,Thursday,14:04,11.6,12.1,4.8
418,16,23,5,7.2,0.0,Friday,15:45,11.6,11.7,48.2
419,7,12,3,9.0,,Monday,09:33,11.9,17.6,26.4
420,7,13,4,10.6,2.0,Wednesday,09:17,7.0,14.5,33.9
421,4,7,2,9.5,0.0,Tuesday,10:10,12.0,55.5,30.0
422,3,10,4,7.7,0.0,Saturday,07:37,13.8,,12.1
423,9,15,4,7.1,1.0,Thursday,12:52,9.3,21.5,30.7
424,17,25,6,5.3,1.0,Friday,12:00,14.7,8.4,24.3
425,2,4,1,5.8,0.0,Wednesday,00:46,2.7,29.0,8.9
426,2,5,2,8.4,2.0,Sunday,18:37,7.2,25.0,21.2
427,8,13,4,4.4,0.0,Wednesday,08:27,,13.1,9.9
428,14,20,5,9.4,1.0,Sunday,16:32,8.3,5.6,34.9
429,8,13,5,9.6,0.0,Friday,17:33,8.1,15.0,21.7
430,17,22,3,7.9,0.0,Tuesday,17:22,8.3,35.2,63.4
431,15,19,4,6.4,0.0,Friday,10:05,13.8,9.7,30.3
432,11,16,5,5.2,2.0,Saturday,15:39,10.0,10.3,22.2
433,7,11,3,6.4,1.0,Thursday,14:44,14.1,20.5,22.0
434,12,17,5,7.6,1.0,Monday,13:31,10.6,4.9,33.8
435,4,8,4,9.1,1.0,Tuesday,20:34,2.9,31.3,21.2
436,6,11,5,5.1,1.0,Sunday,21:04,9.3,0.0,11.5
437,13,17,4,6.3,0.0,Saturday,17:57,5.8,12.3,27.0
438,11,14,3,7.9,1.0,Thursday,10:12,9.4,,37.7
439,16,23,4,2.0,0.0,Monday,10:59,13.6,0.0,13.8
440,12,18,4,4.1,1.0,Friday,10:29,11.0,0.0,17.2
441,11,16,5,9.3,3.0,Thursday,20:56,9.3,5.8,35.4
442,8,16,6,4.7,5.0,Wednesday,18:05,12.8,10.5,21.5
443,13,21,3,6.4,0.0,Wednesday,11:27,7.2,10.1,33.7
444,6,11,3,8.0,0.0,Friday,11:06,9.3,29.4,22.2
445,12,18,5,7.4,0.0,Friday,16:55,8.9,10.0,26.0
446,16,22,5,10.1,0.0,Tuesday,18:54,10.8,15.0,45.2
447,9,13,3,8.1,0.0,Friday,13:10,7.3,28.3,40.0
448,2,9,5,9.0,1.0,Sunday,07:08,4.6,15.4,10.8
449,11,18,4,4.7,0.0,Thursday,12:22,6.0,21.4,18.8
450,6,10,2,11.2,0.0,Thursday,10:40,6.6,25.0,40.2
451,2,5,3,10.0,0.0,Thursday,19:58,6.1,13.0,11.8
452,8,12,2,6.6,0.0,Saturday,12:55,4.0,17.5,44.4
453,11,16,4,8.8,,Friday,14:55,11.2,6.0,42.4
454,11,16,5,3.7,2.0,Friday,12:07,12.8,6.9,18.8
455,5,10,3,11.3,1.0,Tuesday,17:50,10.8,29.8,33.2
456,7,12,4,9.1,1.0,Sunday,20:21,8.9,0.0,20.2
457,9,13,4,8.0,1.0,Friday,11:04,13.5,15.7,32.5
458,10,16,6,8.8,0.0,Saturday,13:43,11.3,1.7,25.3
459,8,10,2,4.2,1.0,Wednesday,13:23,8.6,11.0,22.9
460,13,17,3,11.3,2.0,Monday,20:17,1.2,24.2,71.4
461,12,16,3,12.5,0.0,Wednesday,13:23,9.3,37.2,69.6
462,8,11,3,8.9,0.0,Friday,11:45,8.6,40.8,37.5
463,10,12,1,7.7,1.0,Friday,05:57,5.5,47.8,66.9
464,11,15,4,9.6,0.0,Wednesday,10:47,10.5,20.8,35.4
465,9,16,6,6.6,0.0,Thursday,12:47,7.7,10.9,13.5
466,5,12,5,7.8,0.0,Saturday,09:05,11.6,24.0,13.5
467,8,10,2,6.6,0.0,Monday,19:59,4.3,32.0,41.3
468,12,16,4,4.8,0.0,Wednesday,12:57,10.6,6.9,18.3
469,7,10,3,,0.0,Saturday,15:35,11.3,31.9,30.6
470,6,11,4,8.5,0.0,Wednesday,06:52,,13.5,10.6
471,14,21,5,7.2,2.0,Friday,14:08,10.3,4.1,35.6
472,9,14,4,,0.0,Friday,13:41,15.1,16.2,31.3
473,12,18,5,6.3,0.0,Monday,18:36,6.7,3.7,26.7
474,6,9,3,3.6,,Thursday,20:52,9.3,9.0,10.3
475,12,16,3,5.1,2.0,Tuesday,18:29,9.1,18.2,37.5
476,7,13,5,11.3,2.0,Thursday,14:59,10.6,9.5,35.1
477,8,11,3,10.8,0.0,Sunday,18:08,11.0,22.9,38.8
478,7,12,4,8.1,0.0,Sunday,03:07,4.6,8.0,11.0
479,13,18,4,9.7,3.0,Monday,19:41,9.5,22.6,64.6
480,4,9,5,5.8,0.0,Saturday,21:24,10.1,8.2,9.7
481,4,8,3,4.0,1.0,Friday,07:06,8.5,0.5,7.3
482,2,5,3,7.8,0.0,Tuesday,15:19,9.8,17.6,12.0
483,4,8,3,7.9,0.0,Friday,07:49,3.7,14.6,10.8
484,11,16,5,8.2,1.0,Tuesday,13:04,11.1,11.8,28.6
485,9,15,5,10.7,,Wednesday,12:28,8.2,13.8,39.0
486,10,17,4,8.7,0.0,Saturday,10:53,9.3,16.2,28.7
487,6,12,5,6.1,2.0,Monday,01:25,4.9,1.2,11.9
488,1,4,2,12.9,0.0,Sunday,17:19,4.6,28.6,13.0
489,4,8,3,4.6,2.0,Thursday,19:08,10.5,13.5,12.9
490,10,12,2,4.3,0.0,Friday,22:17,8.3,15.2,23.5
491,7,13,5,6.1,1.0,Monday,09:31,4.6,5.7,14.0
492,12,15,3,6.9,0.0,Monday,20:25,8.1,25.8,37.8
493,3,10,5,11.8,1.0,Thursday,18:17,7.2,19.5,17.1
494,3,7,3,4.0,0.0,Sunday,13:06,1.5,15.8,5.1
495,3,8,4,8.1,0.0,Monday,07:38,12.3,18.8,8.5
496,12,15,3,8.2,0.0,Wednesday,20:00,10.6,33.1,38.4
497,2,4,2,,1.0,Sunday,07:27,,53.1,21.9
498,11,17,5,7.3,0.0,Monday,16:33,9.6,9.5,21.7
499,4,8,3,11.2,1.0,Thursday,16:14,9.0,36.1,29.6
500,7,11,3,5.2,0.0,Friday,21:07,7.0,14.8,17.6
501,7,14,5,7.6,1.0,Wednesday,13:15,9.6,22.0,22.4
502,5,11,4,6.5,0.0,Sunday,10:25,3.8,18.3,5.6
503,2,10,4,7.2,1.0,Monday,08:16,4.0,18.6,12.1
504,5,8,3,7.5,1.0,Tuesday,00:26,4.2,4.0,12.6
505,9,14,4,3.5,1.0,Wednesday,16:55,3.8,0.0,10.9
506,16,21,5,2.0,0.0,Saturday,12:18,15.3,3.8,12.5
507,10,14,3,3.4,0.0,Wednesday,18:10,10.9,6.8,15.0
508,5,9,3,8.7,0.0,Thursday,01:10,0.0,16.0,13.1
509,6,12,4,4.6,2.0,Wednesday,18:18,7.4,6.4,9.5
510,13,19,4,8.8,0.0,Monday,17:32,13.6,21.5,45.6
511,6,8,2,6.3,0.0,Friday,16:58,11.6,15.6,28.8
512,4,9,5,3.3,1.0,Tuesday,18:15,6.1,0.0,3.8
513,12,19,5,7.3,1.0,Friday,14:51,10.1,3.0,30.9
514,13,19,4,9.0,2.0,Wednesday,19:30,11.8,23.7,49.2
515,11,15,3,6.6,0.0,Sunday,08:35,5.6,7.5,23.4
516,8,11,3,5.9,0.0,Monday,09:23,7.0,10.2,21.0
517,11,18,5,9.9,0.0,Monday,15:05,6.3,22.9,29.5
518,6,10,4,7.5,0.0,Tuesday,18:09,13.2,3.9,14.0
519,12,16,4,4.4,0.0,Saturday,17:56,6.3,0.1,17.8
520,9,13,3,9.5,1.0,Sunday,21:57,4.3,23.8,32.7
521,7,11,4,4.7,1.0,Monday,07:59,11.8,11.2,11.4
522,13,17,3,11.5,0.0,Monday,16:26,14.2,18.6,70.4
523,4,8,3,10.6,0.0,Saturday,09:54,11.1,22.1,18.9
524,3,7,4,5.7,0.0,Tuesday,20:06,14.8,14.1,5.9
525,10,15,3,5.6,0.0,Monday,23:59,8.3,14.5,20.6
526,11,13,2,10.8,0.0,Thursday,15:44,4.2,47.9,73.8
527,7,12,4,3.1,1.0,Monday,17:43,5.9,7.1,10.2
528,6,11,5,9.4,2.0,Tuesday,21:10,5.8,2.4,21.4
529,12,16,3,10.2,1.0,Tuesday,12:37,9.3,32.0,63.7
530,12,19,5,8.7,0.0,Thursday,12:08,11.3,11.9,28.9
531,13,17,3,7.6,2.0,Tuesday,08:49,9.0,17.2,41.3
532,7,11,3,,1.0,Friday,07:17,2.5,26.4,26.6
533,6,11,4,,2.0,Tuesday,13:23,6.1,26.5,32.2
534,9,15,6,6.6,1.0,Sunday,15:52,9.4,14.1,19.4
535,6,10,4,6.2,0.0,Thursday,19:02,9.7,2.7,9.3
536,9,14,3,5.8,2.0,Wednesday,16:21,15.1,11.7,29.2
537,9,13,4,8.4,0.0,Sunday,08:35,7.5,10.1,17.2
538,7,11,4,6.8,0.0,Sunday,20:05,7.7,13.2,12.5
539,10,14,4,9.5,0.0,Sunday,20:35,11.5,28.5,29.2
540,6,13,6,7.3,1.0,Tuesday,20:38,8.8,9.7,13.0
541,9,15,5,5.9,0.0,Friday,17:38,12.2,5.9,19.4
542,8,10,2,6.9,1.0,Tuesday,03:21,4.5,23.3,25.3
543,5,8,2,7.9,0.0,Sunday,08:59,3.2,24.8,22.2
544,8,11,3,9.2,0.0,Wednesday,20:51,7.6,12.2,26.6
545,5,8,3,7.9,1.0,Sunday,16:44,10.1,4.3,20.2
546,11,15,3,11.4,0.0,Saturday,07:12,8.2,31.9,52.1
547,14,20,4,6.7,0.0,Wednesday,22:44,7.6,7.7,18.1
548,8,12,4,12.9,1.0,Monday,11:41,12.6,29.0,49.5
549,5,10,4,9.3,0.0,Thursday,10:01,7.4,16.6,15.0
550,10,16,4,4.1,0.0,Tuesday,20:41,9.0,0.4,14.5
551,5,8,3,7.0,1.0,Tuesday,08:31,2.9,17.9,12.8
552,5,9,3,13.1,1.0,Tuesday,04:16,2.3,23.4,25.7
553,10,16,5,8.8,2.0,Wednesday,13:22,10.6,10.8,33.4
554,7,13,4,6.0,2.0,Thursday,20:25,7.4,12.5,20.3
555,13,17,2,7.4,2.0,Friday,21:57,,25.1,68.9
556,11,14,3,9.4,1.0,Sunday,07:57,5.2,8.0,35.0
557,9,14,4,10.6,1.0,Thursday,20:09,7.5,19.4,37.1
558,8,11,3,6.8,1.0,Wednesday,21:27,3.2,15.5,24.9
559,1,5,3,10.0,0.0,Wednesday,05:24,2.3,19.6,3.7
560,13,17,4,6.8,0.0,Saturday,11:16,10.6,,36.7
561,3,6,3,4.3,0.0,Saturday,06:54,4.9,10.9,1.6
562,20,26,5,10.1,0.0,Wednesday,20:41,11.2,7.9,43.9
563,13,16,3,7.8,,Sunday,11:44,11.9,24.0,42.4
564,13,16,3,5.3,1.0,Saturday,15:54,10.8,9.6,30.9
565,14,18,4,4.7,1.0,Saturday,18:14,10.2,4.2,26.1
566,10,18,6,13.5,1.0,Tuesday,13:17,10.5,4.1,42.1
567,22,27,3,11.2,1.0,Thursday,17:31,12.4,44.4,118.1
568,1,5,3,7.9,2.0,Friday,22:35,3.6,18.5,14.5
569,16,21,5,5.8,1.0,Saturday,09:55,11.0,5.9,25.9
570,12,15,3,5.4,,Saturday,09:47,4.2,21.0,30.4
571,7,12,3,7.6,0.0,Monday,10:18,10.2,18.8,25.3
572,10,19,4,5.6,1.0,Monday,15:46,9.5,19.1,22.0
573,10,15,2,10.7,1.0,Saturday,03:29,,31.7,55.3
574,6,11,4,3.7,0.0,Thursday,01:43,4.6,0.7,5.4
575,11,17,4,6.6,0.0,Sunday,09:59,9.3,2.3,16.7
576,5,9,4,,0.0,Friday,08:11,4.0,21.2,18.8
577,9,17,4,5.8,0.0,Wednesday,07:47,0.4,0.0,11.9
578,11,18,6,3.4,1.0,Friday,10:40,13.9,0.0,12.8
579,6,9,2,13.2,0.0,Sunday,11:09,7.1,46.1,48.3
580,3,7,4,5.1,0.0,Friday,10:26,8.6,21.0,5.4
581,17,24,5,5.9,0.0,Friday,13:08,15.8,16.5,33.7
582,8,15,3,11.4,0.0,Friday,15:53,8.9,33.2,39.2
583,16,22,5,6.5,1.0,Friday,13:34,9.4,9.2,32.6
584,11,17,5,7.7,1.0,Friday,11:29,10.1,8.6,26.6
585,12,19,5,5.7,0.0,Saturday,20:39,,10.0,19.7
586,9,11,2,7.6,,Saturday,23:04,8.0,19.3,33.3
587,10,19,5,2.0,0.0,Thursday,14:12,6.4,6.8,3.8
588,13,18,4,8.7,1.0,Monday,14:33,10.2,19.4,47.7
589,10,16,3,8.1,1.0,Sunday,15:24,7.3,31.2,39.4
590,9,14,5,10.7,0.0,Monday,15:21,7.0,30.6,28.3
591,7,12,4,5.1,2.0,Friday,17:25,10.7,8.2,20.1
592,9,13,3,10.3,1.0,Tuesday,07:05,7.3,21.0,39.2
593,9,13,3,10.1,0.0,Thursday,21:01,10.4,38.3,34.9
594,10,16,4,11.4,,Tuesday,16:25,7.9,31.2,49.8
595,14,18,4,9.6,1.0,Monday,13:33,9.3,26.3,58.9
596,8,11,2,9.4,0.0,Wednesday,18:26,6.3,35.2,53.7
597,10,16,4,10.3,0.0,Thursday,10:36,9.1,9.0,30.7
598,13,17,3,8.5,1.0,Wednesday,10:21,5.6,25.3,45.8
599,10,13,3,4.8,0.0,Saturday,11:25,16.4,0.0,21.5
600,6,12,3,8.5,0.0,Wednesday,20:39,8.9,10.8,22.3
601,2,8,4,2.0,2.0,Tuesday,20:17,7.2,0.0,5.6
602,4,9,4,9.8,0.0,Sunday,20:19,6.4,26.5,12.6
603,11,17,5,7.5,1.0,Monday,19:01,10.0,20.8,24.8
604,9,13,4,6.0,1.0,Monday,18:30,6.4,8.4,25.7
605,4,9,5,10.2,2.0,Thursday,21:34,5.6,15.2,19.0
606,9,13,4,8.9,1.0,Friday,13:10,7.9,22.9,32.6
607,13,21,6,4.4,1.0,Wednesday,14:44,15.3,16.2,17.5
608,4,10,4,6.1,1.0,Sunday,15:03,9.8,3.9,10.3
609,8,12,3,7.3,0.0,Sunday,16:39,12.0,9.6,22.3
610,3,7,4,7.7,,Thursday,09:41,7.4,18.9,8.7
611,6,11,4,5.0,0.0,Thursday,10:17,7.2,16.8,7.7
612,9,12,3,10.1,1.0,Thursday,15:07,5.5,15.5,43.0
613,8,11,3,,0.0,Friday,07:06,8.4,35.5,38.2
614,5,10,3,5.5,0.0,Thursday,17:16,6.7,9.1,11.4
615,14,19,5,8.7,0.0,Saturday,07:03,13.2,16.6,27.3
616,8,13,4,4.8,2.0,Saturday,22:21,13.3,2.7,17.6
617,4,8,4,7.7,1.0,Tuesday,08:44,5.9,8.9,6.2
618,4,7,3,10.3,,Tuesday,09:59,7.7,22.2,21.1
619,7,9,1,5.9,0.0,Friday,18:51,,54.3,65.5
620,3,11,5,4.4,0.0,Saturday,04:10,7.2,6.0,3.1
621,9,15,6,10.8,0.0,Tuesday,08:30,5.1,22.4,19.0
622,11,14,3,10.5,1.0,Saturday,18:45,11.7,24.3,67.2
623,15,20,5,8.8,2.0,Friday,17:59,15.0,21.7,49.9
624,13,18,4,7.3,0.0,Thursday,20:52,10.3,26.5,28.0
625,17,21,4,9.3,0.0,Friday,12:30,10.3,27.5,102.1
626,7,15,6,8.7,2.0,Friday,15:07,10.4,16.2,26.4
627,13,15,2,5.6,0.0,Tuesday,01:50,11.7,19.8,31.3
628,10,17,6,7.0,1.0,Monday,19:30,17.1,8.7,20.4
629,7,13,6,9.4,2.0,Sunday,18:30,11.2,3.3,24.3
630,7,13,5,5.4,0.0,Thursday,11:23,,11.0,14.3
631,7,10,3,5.9,0.0,Saturday,21:57,10.7,22.5,20.6
632,4,9,5,8.5,0.0,Sunday,14:23,6.5,17.4,12.6
633,19,20,1,3.1,1.0,Friday,11:09,13.7,33.5,85.5
634,15,19,3,6.8,0.0,Wednesday,21:43,11.1,5.4,38.9
635,7,13,5,5.9,1.0,Sunday,12:24,6.3,16.3,13.2
636,13,19,5,11.2,0.0,Monday,18:32,9.4,13.2,49.7
637,2,3,1,7.2,0.0,Thursday,03:19,7.0,46.8,15.8
638,8,13,5,9.9,0.0,Friday,15:38,8.4,10.3,20.7
639,16,21,4,6.9,0.0,Thursday,12:21,11.7,18.7,41.7
640,8,14,4,5.3,1.0,Monday,10:10,5.2,14.1,19.7
641,5,10,4,10.2,0.0,Monday,03:07,6.1,0.0,11.5
642,6,13,2,5.9,0.0,Thursday,19:01,3.4,28.6,24.0
643,9,18,6,4.1,1.0,Saturday,17:59,9.0,0.2,13.7
644,13,22,6,8.0,0.0,Monday,16:34,5.1,15.6,20.9
645,9,14,5,9.0,1.0,Monday,19:21,8.9,16.5,32.5
646,6,9,2,4.4,0.0,Friday,17:33,8.6,25.1,21.5
647,15,19,3,5.6,3.0,Thursday,13:38,7.0,7.6,45.8
648,11,15,1,3.1,0.0,Monday,07:39,7.0,10.4,42.9
649,12,16,3,6.7,0.0,Friday,00:08,5.4,13.0,19.8
650,8,12,4,5.6,0.0,Saturday,08:30,7.1,13.0,9.6
651,7,13,4,8.9,1.0,Thursday,21:34,12.1,1.9,23.4
652,11,15,3,3.7,0.0,Friday,17:22,11.0,0.0,16.7
653,10,15,4,8.3,3.0,Saturday,12:46,18.1,28.6,48.7
654,12,18,5,7.2,2.0,Saturday,12:45,9.1,7.8,33.4
655,14,20,5,12.1,0.0,Monday,16:16,12.6,21.0,50.2
656,10,13,2,8.4,0.0,Thursday,13:44,12.7,41.3,58.8
657,5,9,3,3.0,0.0,Thursday,08:46,4.4,0.0,4.8
658,12,18,6,8.4,3.0,Thursday,16:19,13.5,1.3,35.5
659,10,15,5,6.3,0.0,Wednesday,17:58,10.9,8.0,16.7
660,8,13,4,15.7,0.0,Wednesday,19:17,,5.3,41.4
661,6,11,4,7.0,1.0,Tuesday,21:40,0.0,5.4,13.9
662,11,14,3,11.4,0.0,Sunday,15:12,10.0,36.3,48.3
663,12,18,4,6.4,0.0,Sunday,18:56,12.2,9.4,20.3
664,5,12,3,6.5,0.0,Tuesday,12:04,9.3,16.4,11.2
665,5,11,4,11.5,1.0,Monday,09:57,9.3,17.7,30.5
666,14,19,4,11.8,0.0,Thursday,17:35,14.3,27.1,55.5
667,6,10,4,10.2,1.0,Friday,19:46,13.6,28.7,30.1
668,11,17,5,13.9,3.0,Friday,15:24,,16.0,102.6
669,14,19,3,6.2,0.0,Thursday,16:11,11.1,22.0,38.1
670,11,16,5,11.5,0.0,Wednesday,17:32,12.7,16.8,31.2
671,9,12,2,5.3,0.0,Saturday,10:45,13.7,10.2,29.3
672,13,17,4,2.0,1.0,Saturday,11:56,11.8,9.0,8.4
673,9,15,4,6.4,0.0,Sunday,18:42,7.7,7.2,17.5
674,14,19,5,12.2,1.0,Monday,11:53,10.6,19.9,52.8
675,12,16,3,10.4,0.0,Sunday,12:37,9.9,21.3,57.7
676,14,18,3,5.7,1.0,Saturday,21:31,4.9,22.7,57.5
677,3,8,5,8.0,2.0,Saturday,19:09,11.3,15.5,18.6
678,6,11,4,6.5,0.0,Monday,20:23,13.3,26.7,17.0
679,5,10,4,7.8,0.0,Sunday,20:43,0.0,20.3,13.5
680,8,13,5,4.5,1.0,Friday,14:00,8.7,10.0,19.4
681,6,9,3,9.4,2.0,Friday,20:55,2.9,8.6,29.5
682,6,10,4,10.7,0.0,Thursday,07:19,6.7,24.1,19.6
683,7,14,4,5.5,0.0,Saturday,05:23,7.8,12.0,10.3
684,7,12,3,6.0,0.0,Monday,19:17,8.1,6.6,22.1
685,5,7,2,7.0,0.0,Thursday,13:10,10.0,32.7,30.3
686,10,17,5,2.1,2.0,Wednesday,21:32,4.2,9.2,10.8
687,17,23,4,6.1,1.0,Saturday,14:19,12.8,13.6,47.4
688,6,11,4,4.6,0.0,Monday,20:13,10.2,0.1,8.1
689,9,14,5,7.4,1.0,Sunday,08:12,3.6,7.2,18.8
690,2,5,2,3.5,0.0,Sunday,22:04,5.5,10.3,2.2
691,11,14,3,8.5,1.0,Saturday,07:26,10.7,23.7,45.7
692,6,12,3,7.3,0.0,Thursday,17:12,5.3,30.4,20.1
693,9,12,3,2.6,1.0,Monday,09:41,10.1,0.4,15.1
694,8,11,3,6.4,1.0,Wednesday,19:38,7.0,16.5,26.2
695,6,12,5,5.9,0.0,Thursday,19:42,9.0,4.3,8.9
696,13,19,3,6.9,1.0,Tuesday,18:29,10.9,24.8,50.1
697,10,13,3,5.4,0.0,Wednesday,13:23,10.9,13.4,23.1
698,11,15,4,5.8,2.0,Tuesday,23:56,6.4,6.3,20.6
699,10,15,4,2.3,1.0,Saturday,19:07,5.2,11.8,9.5
700,7,11,3,6.6,2.0,Sunday,18:33,8.5,16.4,29.9
701,15,22,4,2.0,0.0,Friday,09:50,9.6,0.0,7.6
702,19,26,5,10.7,0.0,Wednesday,13:03,13.2,22.3,54.0
703,10,17,6,6.4,0.0,Tuesday,12:02,9.0,10.0,17.1
704,12,16,3,4.6,1.0,Friday,15:21,7.6,10.3,24.2
705,12,19,6,,0.0,Saturday,08:34,14.7,9.2,17.5
706,7,12,4,3.4,1.0,Saturday,09:01,6.3,0.0,10.5
707,9,12,3,11.2,0.0,Tuesday,22:00,4.6,7.9,29.4
708,6,12,5,5.0,0.0,Monday,07:03,9.0,1.7,3.2
709,4,7,3,10.0,0.0,Wednesday,16:18,8.6,4.0,14.2
710,7,14,4,,1.0,Friday,14:33,11.1,44.6,56.2
711,10,16,5,8.1,1.0,Saturday,14:50,9.0,27.3,30.3
712,10,17,4,9.8,1.0,Sunday,17:13,11.7,10.0,34.0
713,3,6,3,10.3,1.0,Tuesday,00:19,6.2,15.0,10.7
714,8,12,4,11.2,0.0,Friday,14:53,9.1,24.7,33.6
715,7,12,3,12.4,1.0,Sunday,10:39,10.4,26.3,40.3
716,10,14,4,,2.0,Friday,10:58,6.8,12.1,37.7
717,5,8,2,8.8,0.0,Saturday,07:24,1.9,33.5,25.3
718,9,16,5,8.2,0.0,Saturday,14:58,10.3,7.0,23.5
719,9,14,5,9.2,1.0,Thursday,20:04,7.8,12.4,24.3
720,9,14,4,6.0,0.0,Monday,08:58,5.9,10.5,14.5
721,7,12,4,6.6,0.0,Friday,04:53,7.4,4.0,10.2
722,8,12,4,9.1,0.0,Friday,19:26,,14.0,25.8
723,11,17,5,11.1,0.0,Monday,14:27,9.8,,38.4
724,8,14,3,13.3,0.0,Sunday,16:22,8.2,14.6,40.3
725,11,14,3,3.9,0.0,Thursday,11:58,6.7,4.6,18.4
726,17,21,3,5.4,1.0,Friday,19:22,11.4,20.7,44.4
727,8,14,5,8.4,1.0,Tuesday,19:19,8.8,7.3,20.8
728,8,13,2,6.7,1.0,Tuesday,08:17,5.5,19.3,31.4
729,15,22,6,9.7,1.0,Friday,19:21,13.7,13.7,40.9
730,14,20,4,4.4,0.0,Monday,11:03,8.7,16.5,25.6
731,13,20,6,7.0,2.0,Tuesday,10:15,11.9,4.5,21.5
732,4,7,3,4.9,0.0,Tuesday,13:53,9.0,12.8,7.0
733,5,9,3,9.7,0.0,Thursday,03:02,7.3,26.2,20.0
734,4,6,2,5.6,2.0,Tuesday,18:04,5.3,11.5,19.2
735,12,17,4,6.0,0.0,Monday,07:10,10.7,21.0,23.0
736,12,16,3,8.5,1.0,Friday,20:52,,14.2,47.9
737,6,9,3,8.1,0.0,Saturday,23:26,2.1,9.0,13.2
738,3,6,2,5.7,0.0,Sunday,21:05,4.3,26.1,10.3
739,16,23,6,7.3,1.0,Sunday,19:20,11.5,10.2,23.0
740,10,15,5,6.4,1.0,Friday,18:51,11.0,11.1,20.5
741,11,16,5,7.2,0.0,Tuesday,08:30,10.3,11.9,18.0
742,16,24,6,11.5,2.0,Monday,14:00,15.1,11.4,55.1
743,13,19,2,13.3,1.0,Thursday,11:13,8.0,46.7,116.2
744,7,12,4,,1.0,Tuesday,16:56,11.3,21.9,26.7
745,7,11,3,2.7,0.0,Thursday,16:01,7.0,0.0,7.0
746,7,12,3,7.6,0.0,Sunday,20:47,8.3,15.9,19.1
747,6,10,3,7.2,0.0,Thursday,06:11,0.9,4.8,9.5
748,11,16,4,6.0,0.0,Monday,20:33,7.7,9.0,24.2
749,4,10,4,6.4,1.0,Tuesday,15:50,2.4,,14.0
750,3,9,4,4.1,1.0,Tuesday,00:51,2.9,6.6,5.5
751,10,14,4,5.4,0.0,Saturday,05:56,1.5,1.4,13.6
752,12,16,4,7.1,0.0,Monday,11:36,9.8,18.4,29.9
753,7,11,4,8.7,0.0,Tuesday,21:45,10.5,0.0,19.2
754,11,15,3,9.7,0.0,Sunday,20:18,5.7,26.2,35.0
755,9,13,3,,0.0,Tuesday,19:36,6.4,25.2,33.9
756,13,22,5,8.1,1.0,Sunday,14:35,,18.6,32.4
757,6,10,4,10.9,2.0,Sunday,09:02,5.4,17.7,62.7
